CourseId,CourseTitle,ClassId,GoalId,StudentId,QuestionBucketId,BestAttemptResult,GradeLevel,LearningGoal,ExpectationId,CurriculumExpectation
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,8AF3BB60-1D0A-4EBB-A2A6-B68353498753,04C26B78-1FD9-E711-A94D-000D3AF32666,1,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,8AF3BB60-1D0A-4EBB-A2A6-B68353498753,5AF36D7E-1FD9-E711-A94D-000D3AF32666,0,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,F686A0D1-644A-ED11-975A-0050568C42B6,748328D8-AFDB-41DD-B24D-CDE2C342758C,6B0BB889-29D9-E711-A94D-000D3AF32666,1,3,Express numbers: standard or word form to expanded form,6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,F686A0D1-644A-ED11-975A-0050568C42B6,748328D8-AFDB-41DD-B24D-CDE2C342758C,7E0BB889-29D9-E711-A94D-000D3AF32666,1,3,Express numbers: standard or word form to expanded form,6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,F686A0D1-644A-ED11-975A-0050568C42B6,748328D8-AFDB-41DD-B24D-CDE2C342758C,22D7FE8F-29D9-E711-A94D-000D3AF32666,0,3,Express numbers: standard or word form to expanded form,6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,B424EBEF-644A-ED11-975A-0050568C42B6,748328D8-AFDB-41DD-B24D-CDE2C342758C,F988E403-401A-416F-B027-740FD582AE08,1,3,Identify the value of a digit in a number,13ED177D-8941-ED11-975A-0050568C42B6,Determine the value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,B424EBEF-644A-ED11-975A-0050568C42B6,748328D8-AFDB-41DD-B24D-CDE2C342758C,4BD13A68-CFFF-4007-BE7A-BEB5B01A571A,0,3,Identify the value of a digit in a number,13ED177D-8941-ED11-975A-0050568C42B6,Determine the value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,748328D8-AFDB-41DD-B24D-CDE2C342758C,F3C16B78-1FD9-E711-A94D-000D3AF32666,1,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,748328D8-AFDB-41DD-B24D-CDE2C342758C,04C26B78-1FD9-E711-A94D-000D3AF32666,1,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,748328D8-AFDB-41DD-B24D-CDE2C342758C,5AF36D7E-1FD9-E711-A94D-000D3AF32666,1,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,B424EBEF-644A-ED11-975A-0050568C42B6,748328D8-AFDB-41DD-B24D-CDE2C342758C,6EECFEB6-4666-4624-AEB0-DD18E2388ED6,0,3,Identify the value of a digit in a number,13ED177D-8941-ED11-975A-0050568C42B6,Determine the value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,4E0C3CAC-6B9C-42C9-9834-DBDE227C3EC7,F3C16B78-1FD9-E711-A94D-000D3AF32666,1,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,4E0C3CAC-6B9C-42C9-9834-DBDE227C3EC7,04C26B78-1FD9-E711-A94D-000D3AF32666,0,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,4E0C3CAC-6B9C-42C9-9834-DBDE227C3EC7,5AF36D7E-1FD9-E711-A94D-000D3AF32666,0,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,F3C16B78-1FD9-E711-A94D-000D3AF32666,0,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,04C26B78-1FD9-E711-A94D-000D3AF32666,1,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,5AF36D7E-1FD9-E711-A94D-000D3AF32666,0,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,43737308-654A-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,6C3795A9-C578-E511-80EA-00155DD5C402,0,3,Identify and read numbers in words to ten thousand,8FAE8986-8941-ED11-975A-0050568C42B6,Express natural numbers using words and numerals.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,85A3FA22-5FC3-ED11-975C-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,E44D2F72-883A-ED11-975A-0050568C42B6,1,1,Show quantities to 20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,85A3FA22-5FC3-ED11-975C-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,814D2F72-883A-ED11-975A-0050568C42B6,1,1,Show quantities to 20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,85A3FA22-5FC3-ED11-975C-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,B24D2F72-883A-ED11-975A-0050568C42B6,1,1,Show quantities to 20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,69CDBEBD-2D90-ED11-975C-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,24D98F8F-DDEA-EC11-9758-0050568C42B6,1,1,Show objects given a number from 1-20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,69CDBEBD-2D90-ED11-975C-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,35D98F8F-DDEA-EC11-9758-0050568C42B6,1,1,Show objects given a number from 1-20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,69CDBEBD-2D90-ED11-975C-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,47D98F8F-DDEA-EC11-9758-0050568C42B6,1,1,Show objects given a number from 1-20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,69BEC85F-594A-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,C3303099-6CC0-EC11-9756-0050568C42B6,1,1,Identify numerals to 20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,69BEC85F-594A-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,D5303099-6CC0-EC11-9756-0050568C42B6,1,1,Identify numerals to 20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,69BEC85F-594A-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,E6303099-6CC0-EC11-9756-0050568C42B6,1,1,Identify numerals to 20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,10D5D277-594A-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,3234262B-56A7-EB11-9754-0050568C42B6,0,1,Read and represent numbers within 100,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,1160843F-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,1543867E-51A1-EB11-9752-0050568C42B6,1,1,Read and represent numbers within 20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,1160843F-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,3443867E-51A1-EB11-9752-0050568C42B6,1,1,Read and represent numbers within 20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,1160843F-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,B3D3C4AC-A1A1-EB11-9752-0050568C42B6,0,1,Read and represent numbers within 20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3E796C55-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,3DE580E0-0EA1-EB11-9752-0050568C42B6,1,1,Read numbers and number words  to 20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3E796C55-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,A0E580E0-0EA1-EB11-9752-0050568C42B6,1,1,Read numbers and number words  to 20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3E796C55-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,1B4879E6-0EA1-EB11-9752-0050568C42B6,1,1,Read numbers and number words  to 20,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,AA28B76A-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,7BACF991-799E-EB11-9752-0050568C42B6,1,1,Read and represent numbers within 40,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,AA28B76A-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,8CACF991-799E-EB11-9752-0050568C42B6,1,1,Read and represent numbers within 40,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,AA28B76A-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,9DACF991-799E-EB11-9752-0050568C42B6,1,1,Read and represent numbers within 40,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,A4A1BE7E-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,4508EED8-E6A6-EB11-9752-0050568C42B6,1,1,Read numbers and number words  to 40,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,A4A1BE7E-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,5708EED8-E6A6-EB11-9752-0050568C42B6,1,1,Read numbers and number words  to 40,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,A4A1BE7E-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,C8BA21DF-E6A6-EB11-9752-0050568C42B6,1,1,Read numbers and number words  to 40,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,FC67E591-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,223C0C58-56DA-EA11-974A-0050568C42B6,1,1,Read whole numbers up to and including 50,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,FC67E591-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,F79AC5B9-5CDA-EA11-974A-0050568C42B6,1,1,Read whole numbers up to and including 50,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,FC67E591-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,3FA26C06-5DDA-EA11-974A-0050568C42B6,1,1,Read whole numbers up to and including 50,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,F0094CA6-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,D7ECADDD-5DDA-EA11-974A-0050568C42B6,1,1,Represent whole numbers up to and including 50,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,F0094CA6-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,72CFF5C9-5FDA-EA11-974A-0050568C42B6,1,1,Represent whole numbers up to and including 50,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,F0094CA6-4F3E-ED11-975A-0050568C42B6,F8287BCC-09CC-4522-B637-E67F6EE69AB7,A038ED47-61DA-EA11-974A-0050568C42B6,1,1,Represent whole numbers up to and including 50,104DBDDF-A933-ED11-975A-0050568C42B6,"Represent quantities using words, numerals, objects, or pictures."
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,15F062F5-3E3F-ED11-975A-0050568C42B6,A46C5A7F-1C9A-4E57-8500-EA1E77343AB1,1C8C3F3E-02A6-EB11-9752-0050568C42B6,1,2,Read numbers and number words to 100,3761BF47-AA33-ED11-975A-0050568C42B6,Represent quantities using words and natural numbers.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,15F062F5-3E3F-ED11-975A-0050568C42B6,A46C5A7F-1C9A-4E57-8500-EA1E77343AB1,2E8C3F3E-02A6-EB11-9752-0050568C42B6,0,2,Read numbers and number words to 100,3761BF47-AA33-ED11-975A-0050568C42B6,Represent quantities using words and natural numbers.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,43737308-654A-ED11-975A-0050568C42B6,A46C5A7F-1C9A-4E57-8500-EA1E77343AB1,6C3795A9-C578-E511-80EA-00155DD5C402,0,3,Identify and read numbers in words to ten thousand,8FAE8986-8941-ED11-975A-0050568C42B6,Express natural numbers using words and numerals.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,D0C89C93-530C-412C-9387-F3F4F6D77EBB,F3C16B78-1FD9-E711-A94D-000D3AF32666,0,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,D0C89C93-530C-412C-9387-F3F4F6D77EBB,04C26B78-1FD9-E711-A94D-000D3AF32666,0,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,D0C89C93-530C-412C-9387-F3F4F6D77EBB,5AF36D7E-1FD9-E711-A94D-000D3AF32666,1,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,A88ED580-629A-48AF-AFD3-FAB20FA0A857,5AF36D7E-1FD9-E711-A94D-000D3AF32666,1,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,A88ED580-629A-48AF-AFD3-FAB20FA0A857,F3C16B78-1FD9-E711-A94D-000D3AF32666,1,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
DCC7A0A0-9533-ED11-975A-0050568C42B6,CA AB -  Kindergarten 2022 - EN,69699C39-CB5C-EE11-9760-0050568C42B6,3DDC96CB-644A-ED11-975A-0050568C42B6,A88ED580-629A-48AF-AFD3-FAB20FA0A857,04C26B78-1FD9-E711-A94D-000D3AF32666,1,3,"Relate standard form, word form, and expanded form",6DDBC0A8-AA33-ED11-975A-0050568C42B6,Identify the place value of each digit in a natural number.
